#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 01 08 30 999 99.0 99.0  1.33 14.29  4.94 247 9999.0 999.0  15.8 999.0 99.0 99.00
2017 01 01 09 00 999 99.0 99.0  1.35 13.33  5.01 268 9999.0 999.0  15.8 999.0 99.0 99.00
2017 01 01 09 30 999 99.0 99.0  1.32 14.29  5.07 260 9999.0 999.0  15.8 999.0 99.0 99.00
2017 01 01 10 00 999 99.0 99.0  1.27 14.29  4.97 257 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 10 30 999 99.0 99.0  1.21 13.33  5.16 263 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 11 00 999 99.0 99.0  1.26 12.50  5.28 278 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 11 30 999 99.0 99.0  1.18 11.11  5.22 277 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 12 00 999 99.0 99.0  1.20 11.11  5.05 277 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 12 30 999 99.0 99.0  1.24 12.50  5.29 263 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 13 00 999 99.0 99.0  1.20 14.29  5.48 254 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 13 30 999 99.0 99.0  1.23 13.33  5.25 254 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 14 00 999 99.0 99.0  1.26 14.29  5.22 273 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 14 30 999 99.0 99.0  1.36 13.33  5.50 270 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 15 00 999 99.0 99.0  1.30 12.50  5.60 284 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 15 30 999 99.0 99.0  1.37 11.76  6.16 285 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 16 00 999 99.0 99.0  1.31 12.50  6.01 282 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 16 30 999 99.0 99.0  1.33 13.33  6.06 280 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 17 00 999 99.0 99.0  1.40 12.50  6.54 282 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 17 30 999 99.0 99.0  1.31 12.50  6.51 275 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 18 00 999 99.0 99.0  1.34 11.76  6.95 284 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 18 30 999 99.0 99.0  1.29 11.11  6.68 285 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 19 00 999 99.0 99.0  1.31 12.50  6.92 273 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 19 30 999 99.0 99.0  1.26 11.11  6.62 275 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 20 00 999 99.0 99.0  1.22 11.11  6.57 268 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 20 30 999 99.0 99.0  1.30 12.50  6.66 280 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 01 21 00 999 99.0 99.0  1.31 13.33  6.93 274 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 21 30 999 99.0 99.0  1.28 11.76  6.18 282 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 22 00 999 99.0 99.0  1.21 10.53  5.90 280 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 01 22 30 999 99.0 99.0  1.30 13.33  6.33 263 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 01 23 00 999 99.0 99.0  1.26 11.11  6.24 287 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 01 23 30 999 99.0 99.0  1.25 10.53  6.17 291 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 02 00 00 999 99.0 99.0  1.32 13.33  6.47 282 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 02 00 30 999 99.0 99.0  1.25 12.50  6.34 274 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 02 01 00 999 99.0 99.0  1.33  9.88  6.58 285 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 01 30 999 99.0 99.0  1.31  7.69  6.30 271 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 02 00 999 99.0 99.0  1.23  7.69  6.16 271 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 02 30 999 99.0 99.0  1.15 11.11  6.25 273 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 03 00 999 99.0 99.0  1.08  7.69  6.09 275 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 03 30 999 99.0 99.0  1.07 11.11  6.10 264 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 04 00 999 99.0 99.0  1.18  7.69  5.62 261 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 04 30 999 99.0 99.0  1.19  9.88  6.07 263 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 05 00 999 99.0 99.0  1.10  7.69  5.77 275 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 05 30 999 99.0 99.0  1.12  7.69  5.50 274 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 06 00 999 99.0 99.0  1.19  7.69  5.76 273 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 06 30 999 99.0 99.0  1.22  7.69  5.78 278 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 07 00 999 99.0 99.0  1.18 13.33  6.06 240 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 07 30 999 99.0 99.0  1.21 12.50  5.99 246 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 08 00 999 99.0 99.0  1.13 12.50  5.78 256 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 08 30 999 99.0 99.0  1.17  7.14  5.74 284 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 09 00 999 99.0 99.0  1.20 12.50  6.01 259 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 09 30 999 99.0 99.0  1.22 11.11  5.74 275 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 10 00 999 99.0 99.0  1.20 11.11  5.94 280 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 10 30 999 99.0 99.0  1.19 11.76  5.91 274 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 11 00 999 99.0 99.0  1.10 12.50  5.59 264 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 11 30 999 99.0 99.0  1.16 11.76  5.86 268 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 12 00 999 99.0 99.0  1.12 13.33  5.80 243 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 12 30 999 99.0 99.0  1.05  7.69  5.87 274 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 13 00 999 99.0 99.0  1.11  6.67  6.08 284 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 13 30 999 99.0 99.0  1.14  6.67  6.06 277 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 14 00 999 99.0 99.0  1.13 11.11  5.99 278 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 02 14 30 999 99.0 99.0  1.07 11.76  5.98 270 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 15 00 999 99.0 99.0  1.03 11.76  6.04 275 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 02 15 30 999 99.0 99.0  1.11 12.50  6.43 275 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 16 00 999 99.0 99.0  1.15  7.14  6.40 284 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 02 16 30 999 99.0 99.0  1.05 11.11  6.26 282 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 02 17 00 999 99.0 99.0  1.11 13.33  6.59 232 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 02 18 00 999 99.0 99.0  1.01 12.50  6.32 260 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 02 18 30 999 99.0 99.0  0.97  6.67  6.21 277 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 19 00 999 99.0 99.0  0.98 11.11  6.23 268 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 19 30 999 99.0 99.0  0.95 11.11  6.27 263 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 20 00 999 99.0 99.0  0.91 12.50  6.27 257 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 20 30 999 99.0 99.0  0.98 10.53  6.45 270 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 21 00 999 99.0 99.0  0.96 11.11  6.41 270 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 21 30 999 99.0 99.0  0.96 16.67  6.40 274 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 22 00 999 99.0 99.0  1.03 12.50  6.45 259 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 22 30 999 99.0 99.0  0.98 11.76  6.43 270 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 23 00 999 99.0 99.0  0.99  9.88  6.52 273 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 02 23 30 999 99.0 99.0  1.10  9.88  7.04 282 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 00 00 999 99.0 99.0  1.02 11.76  6.76 268 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 00 30 999 99.0 99.0  1.05 16.67  7.08 284 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 01 00 999 99.0 99.0  0.95 12.50  6.61 233 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 01 30 999 99.0 99.0  0.95 12.50  6.61 261 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 02 00 999 99.0 99.0  0.92 11.76  6.53 259 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 02 30 999 99.0 99.0  0.91 16.67  6.45 284 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 03 00 999 99.0 99.0  0.91 15.38  6.65 277 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 03 30 999 99.0 99.0  0.80 16.67  6.54 288 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 04 00 999 99.0 99.0  0.84 16.67  6.78 278 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 04 30 999 99.0 99.0  0.75 11.76  6.68 247 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 05 00 999 99.0 99.0  0.78 13.33  6.96 235 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 05 30 999 99.0 99.0  0.76 10.53  7.21 263 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 06 00 999 99.0 99.0  0.78 16.67  7.37 280 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 06 30 999 99.0 99.0  0.74 15.38  7.49 251 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 07 00 999 99.0 99.0  0.77 15.38  7.77 260 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 07 30 999 99.0 99.0  0.82 12.50  8.09 236 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 08 00 999 99.0 99.0  0.78 11.76  8.07 268 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 08 30 999 99.0 99.0  0.78 15.38  7.80 250 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 09 00 999 99.0 99.0  0.87 15.38  8.39 261 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 09 30 999 99.0 99.0  0.83 10.53  8.37 274 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 10 00 999 99.0 99.0  0.92 15.38  9.01 257 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 10 30 999 99.0 99.0  0.82 11.11  8.31 260 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 11 00 999 99.0 99.0  0.86 15.38  8.80 260 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 11 30 999 99.0 99.0  0.85 15.38  9.02 257 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 12 00 999 99.0 99.0  0.75 15.38  8.52 251 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 12 30 999 99.0 99.0  0.82 16.67  8.85 267 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 13 00 999 99.0 99.0  0.84 15.38  8.87 274 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 13 30 999 99.0 99.0  0.89 11.11  8.69 273 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 14 00 999 99.0 99.0  0.85 15.38  7.99 266 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 14 30 999 99.0 99.0  0.81 15.38  7.72 263 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 15 00 999 99.0 99.0  0.84  9.88  7.82 268 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 15 30 999 99.0 99.0  0.75 11.11  7.59 266 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 16 00 999 99.0 99.0  0.75 12.50  7.24 251 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 16 30 999 99.0 99.0  0.73 15.38  7.75 254 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 17 00 999 99.0 99.0  0.71 14.29  7.69 257 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 17 30 999 99.0 99.0  0.68 14.29  7.45 261 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 03 18 00 999 99.0 99.0  0.63 11.11  7.35 266 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 18 30 999 99.0 99.0  0.63 14.29  7.92 257 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 19 00 999 99.0 99.0  0.61 14.29  8.02 243 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 19 30 999 99.0 99.0  0.65 14.29  8.72 257 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 20 00 999 99.0 99.0  0.57 11.11  7.55 264 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 20 30 999 99.0 99.0  0.59 14.29  7.91 257 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 03 21 00 999 99.0 99.0  0.60 14.29  8.17 253 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 03 21 30 999 99.0 99.0  0.61 14.29  8.45 257 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 03 22 00 999 99.0 99.0  0.65 13.33  8.55 259 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 03 22 30 999 99.0 99.0  0.62 11.76  8.51 228 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 03 23 00 999 99.0 99.0  0.65 14.29  9.00 257 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 03 23 30 999 99.0 99.0  0.56 14.29  8.14 266 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 04 00 00 999 99.0 99.0  0.63 14.29  9.01 264 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 04 00 30 999 99.0 99.0  0.62 14.29  8.82 257 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 04 01 00 999 99.0 99.0  0.62 14.29  8.98 253 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 04 01 30 999 99.0 99.0  0.59 14.29  8.91 249 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 04 02 00 999 99.0 99.0  0.63 14.29  9.64 260 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 02 30 999 99.0 99.0  0.60 13.33  9.43 274 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 03 00 999 99.0 99.0  0.54 11.76  9.22 237 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 03 30 999 99.0 99.0  0.58 14.29  9.48 259 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 04 00 999 99.0 99.0  0.62 13.33 10.09 243 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 04 04 30 999 99.0 99.0  0.57 14.29  9.46 246 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 05 00 999 99.0 99.0  0.55 14.29  8.69 239 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 05 30 999 99.0 99.0  0.60 13.33  8.60 270 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 06 00 999 99.0 99.0  0.59 14.29  7.47 230 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 04 06 30 999 99.0 99.0  0.54 11.11  6.60 250 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 07 00 999 99.0 99.0  0.60 11.76  6.82 257 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 07 30 999 99.0 99.0  0.58 11.76  6.62 253 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 08 00 999 99.0 99.0  0.62 14.29  6.89 237 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 08 30 999 99.0 99.0  0.60 13.33  6.51 253 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 09 00 999 99.0 99.0  0.66 13.33  7.25 236 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 09 30 999 99.0 99.0  0.65 14.29  6.88 263 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 10 00 999 99.0 99.0  0.65 13.33  6.81 257 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 10 30 999 99.0 99.0  0.61 13.33  6.65 263 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 11 00 999 99.0 99.0  0.71 11.11  7.50 268 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 11 30 999 99.0 99.0  0.67 12.50  7.29 271 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 12 00 999 99.0 99.0  0.61 11.76  7.02 257 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 12 30 999 99.0 99.0  0.61 13.33  7.36 247 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 13 00 999 99.0 99.0  0.62 13.33  7.55 237 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 13 30 999 99.0 99.0  0.55 13.33  7.13 260 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 14 00 999 99.0 99.0  0.55 11.76  7.29 250 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 14 30 999 99.0 99.0  0.55 13.33  7.48 259 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 15 00 999 99.0 99.0  0.56 12.50  7.68 273 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 15 30 999 99.0 99.0  0.55 13.33  7.61 264 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 16 00 999 99.0 99.0  0.48 13.33  6.84 254 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 16 30 999 99.0 99.0  0.50 13.33  7.46 257 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 17 00 999 99.0 99.0  0.51 11.11  8.07 264 9999.0 999.0  15.2 999.0 99.0 99.00
2017 01 04 17 30 999 99.0 99.0  0.49 11.11  7.62 250 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 04 18 00 999 99.0 99.0  0.46 13.33  7.58 236 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 04 18 30 999 99.0 99.0  0.47 12.50  7.79 230 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 04 19 00 999 99.0 99.0  0.48 13.33  7.90 239 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 04 19 30 999 99.0 99.0  0.44 13.33  7.13 237 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 04 20 00 999 99.0 99.0  0.46 12.50  7.63 254 9999.0 999.0  15.8 999.0 99.0 99.00
2017 01 04 20 30 999 99.0 99.0  0.44 12.50  7.53 247 9999.0 999.0  15.9 999.0 99.0 99.00
2017 01 04 21 00 999 99.0 99.0  0.47 11.11  8.14 249 9999.0 999.0  16.0 999.0 99.0 99.00
2017 01 04 21 30 999 99.0 99.0  0.47 13.33  7.97 256 9999.0 999.0  16.0 999.0 99.0 99.00
2017 01 04 22 00 999 99.0 99.0  0.46 11.11  8.29 249 9999.0 999.0  15.9 999.0 99.0 99.00
2017 01 04 22 30 999 99.0 99.0  0.47 11.76  8.49 251 9999.0 999.0  15.9 999.0 99.0 99.00
2017 01 04 23 00 999 99.0 99.0  0.50 11.76  8.64 260 9999.0 999.0  15.9 999.0 99.0 99.00
2017 01 04 23 30 999 99.0 99.0  0.46 11.76  8.20 257 9999.0 999.0  15.8 999.0 99.0 99.00
2017 01 05 00 00 999 99.0 99.0  0.46 13.33  8.74 242 9999.0 999.0  15.8 999.0 99.0 99.00
2017 01 05 00 30 999 99.0 99.0  0.48 12.50  8.83 249 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 05 01 00 999 99.0 99.0  0.42 13.33  8.52 247 9999.0 999.0  15.7 999.0 99.0 99.00
2017 01 05 01 30 999 99.0 99.0  0.43 13.33  8.73 236 9999.0 999.0  15.6 999.0 99.0 99.00
2017 01 05 02 00 999 99.0 99.0  0.42 13.33  8.85 223 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 05 02 30 999 99.0 99.0  0.44 12.50  9.32 225 9999.0 999.0  15.5 999.0 99.0 99.00
2017 01 05 03 00 999 99.0 99.0  0.46 12.50  8.73 223 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 03 30 999 99.0 99.0  0.50 12.50  8.06 236 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 04 00 999 99.0 99.0  0.46 11.76  7.14 253 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 04 30 999 99.0 99.0  0.44 11.11  6.46 260 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 05 00 999 99.0 99.0  0.47 10.53  6.48 260 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 05 30 999 99.0 99.0  0.45 13.33  6.67 225 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 06 00 999 99.0 99.0  0.48 11.76  7.11 250 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 06 30 999 99.0 99.0  0.45 12.50  7.37 251 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 07 00 999 99.0 99.0  0.51 12.50  8.12 236 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 07 30 999 99.0 99.0  0.45 20.00  7.67 211 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 08 00 999 99.0 99.0  0.46 12.50  7.95 223 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 08 30 999 99.0 99.0  0.46 20.00  8.10 208 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 09 00 999 99.0 99.0  0.48 20.00  7.43 214 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 09 30 999 99.0 99.0  0.48 20.00  6.44 216 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 10 00 999 99.0 99.0  0.48 11.11  6.78 230 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 10 30 999 99.0 99.0  0.48 11.76  6.86 256 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 11 00 999 99.0 99.0  0.49 12.50  6.64 235 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 11 30 999 99.0 99.0  0.53 20.00  6.38 206 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 12 00 999 99.0 99.0  0.52 20.00  6.24 222 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 12 30 999 99.0 99.0  0.58 20.00  6.44 215 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 13 00 999 99.0 99.0  0.55 20.00  6.14 222 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 13 30 999 99.0 99.0  0.55 20.00  6.00 236 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 14 00 999 99.0 99.0  0.58 12.50  6.40 239 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 14 30 999 99.0 99.0  0.56 20.00  5.47 235 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 15 00 999 99.0 99.0  0.60 20.00  5.61 223 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 15 30 999 99.0 99.0  0.60  7.14  5.60 273 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 16 00 999 99.0 99.0  0.59 20.00  5.73 211 9999.0 999.0  15.4 999.0 99.0 99.00
2017 01 05 16 30 999 99.0 99.0  0.59 20.00  5.27 232 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 17 00 999 99.0 99.0  0.63 18.18  4.89 222 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 17 30 999 99.0 99.0  0.63 18.18  5.31 211 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 18 00 999 99.0 99.0  0.65 13.33  5.22 237 9999.0 999.0  15.3 999.0 99.0 99.00
2017 01 05 18 30 999 99.0 99.0  0.70 18.18  4.21 209 9999.0 999.0  15.3 999.0 99.0 99.00
