#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 01 17 14 00 999 99.0 99.0  1.67 20.00 13.07 275 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 14 30 999 99.0 99.0  1.63 20.00 12.97 277 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 15 00 999 99.0 99.0  1.82 20.00 13.37 277 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 15 30 999 99.0 99.0  1.94 20.00 12.95 275 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 16 00 999 99.0 99.0  1.89 20.00 11.95 267 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 17 00 999 99.0 99.0  2.14 20.00 13.18 280 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 17 30 999 99.0 99.0  2.09 20.00 12.70 284 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 18 30 999 99.0 99.0  2.28 20.00 12.96 273 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 17 19 00 999 99.0 99.0  2.24 20.00 13.11 270 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 17 19 30 999 99.0 99.0  1.97 20.00 12.64 271 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 17 20 00 999 99.0 99.0  2.01 20.00 13.18 268 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 17 21 00 999 99.0 99.0  2.22 20.00 13.67 270 9999.0 999.0  16.9 999.0 99.0 99.00
2016 01 17 21 30 999 99.0 99.0  2.43 18.18 14.21 281 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 17 22 30 999 99.0 99.0  2.45 18.18 12.72 271 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 17 23 00 999 99.0 99.0  2.57 18.18 12.72 274 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 17 23 30 999 99.0 99.0  2.67 18.18 12.83 270 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 18 00 00 999 99.0 99.0  2.61 18.18 12.89 270 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 18 01 00 999 99.0 99.0  2.30 18.18 11.90 277 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 01 30 999 99.0 99.0  2.25 18.18 12.34 278 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 02 30 999 99.0 99.0  2.07 16.67 11.99 277 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 03 00 999 99.0 99.0  2.24 18.18 12.80 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 04 00 999 99.0 99.0  2.47 18.18 13.62 267 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 05 00 999 99.0 99.0  2.32 16.67 12.94 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 05 30 999 99.0 99.0  2.31 18.18 12.69 270 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 06 30 999 99.0 99.0  2.05 18.18 12.43 270 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 07 00 999 99.0 99.0  2.36 16.67 12.82 271 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 07 30 999 99.0 99.0  2.10 16.67 12.42 271 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 08 00 999 99.0 99.0  2.16 16.67 12.48 270 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 08 30 999 99.0 99.0  1.98 15.38 12.02 275 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 09 00 999 99.0 99.0  1.81 18.18 11.33 273 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 09 30 999 99.0 99.0  2.10 15.38 12.11 271 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 10 30 999 99.0 99.0  1.84 14.29 10.92 277 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 11 00 999 99.0 99.0  1.83 18.18 10.98 266 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 11 30 999 99.0 99.0  1.71 18.18 10.68 267 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 12 00 999 99.0 99.0  1.79 16.67 10.51 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 12 30 999 99.0 99.0  2.07 16.67 11.66 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 13 00 999 99.0 99.0  2.00 16.67 11.59 275 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 13 30 999 99.0 99.0  1.85 16.67 11.16 280 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 18 15 00 999 99.0 99.0  1.94 18.18 12.00 268 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 15 30 999 99.0 99.0  1.88 18.18 11.82 275 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 18 16 00 999 99.0 99.0  1.88 15.38 11.86 264 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 18 17 00 999 99.0 99.0  1.86 16.67 11.59 271 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 18 17 30 999 99.0 99.0  1.80 18.18 11.36 278 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 18 30 999 99.0 99.0  1.99 16.67 11.27 278 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 19 00 999 99.0 99.0  1.99 15.38 11.13 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 19 30 999 99.0 99.0  2.22 16.67 11.34 275 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 20 00 999 99.0 99.0  2.27 16.67 11.66 270 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 20 30 999 99.0 99.0  2.23 16.67 11.51 278 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 21 00 999 99.0 99.0  2.10 16.67 11.67 271 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 21 30 999 99.0 99.0  2.13 18.18 11.32 273 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 22 30 999 99.0 99.0  2.19 16.67 11.98 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 23 00 999 99.0 99.0  2.16 16.67 11.61 284 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 18 23 30 999 99.0 99.0  2.30 16.67 12.06 273 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 00 00 999 99.0 99.0  2.51 15.38 12.16 273 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 01 00 999 99.0 99.0  2.51 15.38 12.62 275 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 01 30 999 99.0 99.0  2.14 14.29 11.24 275 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 02 30 999 99.0 99.0  2.26 16.67 11.90 278 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 03 00 999 99.0 99.0  2.19 16.67 11.81 263 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 03 30 999 99.0 99.0  2.14 15.38 11.55 271 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 04 00 999 99.0 99.0  2.19 15.38 11.69 271 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 04 30 999 99.0 99.0  2.13 14.29 11.16 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 05 00 999 99.0 99.0  2.22 15.38 11.11 274 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 05 30 999 99.0 99.0  2.12 16.67 11.28 266 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 19 06 30 999 99.0 99.0  2.04 16.67 11.11 266 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 07 00 999 99.0 99.0  2.18 15.38 11.40 268 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 07 30 999 99.0 99.0  2.38 15.38 12.01 271 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 08 00 999 99.0 99.0  2.03 14.29 11.08 277 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 09 00 999 99.0 99.0  1.93 14.29 11.33 271 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 09 30 999 99.0 99.0  2.25 15.38 12.23 261 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 10 30 999 99.0 99.0  1.97 15.38 11.78 268 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 11 00 999 99.0 99.0  1.86 15.38 11.56 266 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 11 30 999 99.0 99.0  1.89 15.38 11.59 264 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 12 00 999 99.0 99.0  1.77 16.67 10.91 264 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 13 00 999 99.0 99.0  1.68 15.38  9.85 266 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 13 30 999 99.0 99.0  1.65 15.38 10.25 264 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 14 30 999 99.0 99.0  1.76 13.33 10.94 268 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 15 00 999 99.0 99.0  1.73 15.38 10.76 271 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 15 30 999 99.0 99.0  1.74 15.38 10.85 261 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 16 00 999 99.0 99.0  1.77 16.67 11.25 263 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 16 30 999 99.0 99.0  2.09 15.38 11.82 268 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 17 00 999 99.0 99.0  1.80 14.29 11.35 263 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 17 30 999 99.0 99.0  1.81 16.67 10.96 257 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 18 30 999 99.0 99.0  1.79 15.38 11.06 256 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 19 00 999 99.0 99.0  1.77 14.29 11.07 261 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 19 30 999 99.0 99.0  1.76 16.67 10.09 243 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 20 00 999 99.0 99.0  1.77 15.38  9.60 267 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 19 21 00 999 99.0 99.0  1.88 15.38  9.72 261 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 21 30 999 99.0 99.0  1.93 15.38  9.69 270 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 22 30 999 99.0 99.0  1.91 16.67  9.68 244 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 23 00 999 99.0 99.0  1.86 13.33  9.53 260 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 19 23 30 999 99.0 99.0  1.80 15.38  9.66 257 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 00 00 999 99.0 99.0  2.00 15.38 10.19 263 9999.0 999.0  16.4 999.0 99.0 99.00
2016 01 20 01 00 999 99.0 99.0  1.84 15.38  9.81 271 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 01 30 999 99.0 99.0  2.10 15.38 10.70 256 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 02 30 999 99.0 99.0  1.90 14.29 10.45 278 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 03 00 999 99.0 99.0  2.11 15.38 11.15 264 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 03 30 999 99.0 99.0  2.19 15.38 11.10 250 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 04 00 999 99.0 99.0  2.01 14.29 11.28 271 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 05 00 999 99.0 99.0  1.73 15.38 10.48 261 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 05 30 999 99.0 99.0  1.93 14.29 10.75 271 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 06 30 999 99.0 99.0  2.02 14.29 11.36 264 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 07 00 999 99.0 99.0  1.81 16.67 11.12 263 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 07 30 999 99.0 99.0  1.86 15.38 11.20 266 9999.0 999.0  16.4 999.0 99.0 99.00
2016 01 20 08 00 999 99.0 99.0  1.75 15.38 11.17 257 9999.0 999.0  16.4 999.0 99.0 99.00
2016 01 20 09 00 999 99.0 99.0  1.76 15.38 11.21 260 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 09 30 999 99.0 99.0  1.89 16.67 11.61 263 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 10 30 999 99.0 99.0  1.64 15.38 10.93 247 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 11 00 999 99.0 99.0  1.81 15.38 11.78 270 9999.0 999.0  16.4 999.0 99.0 99.00
2016 01 20 11 30 999 99.0 99.0  1.93 15.38 12.10 261 9999.0 999.0  16.4 999.0 99.0 99.00
2016 01 20 12 00 999 99.0 99.0  1.80 14.29 11.79 273 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 13 00 999 99.0 99.0  1.78 16.67 11.50 239 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 13 30 999 99.0 99.0  1.68 16.67 11.61 251 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 14 30 999 99.0 99.0  1.64 16.67 11.23 239 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 15 30 999 99.0 99.0  1.53 15.38 11.19 250 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 16 00 999 99.0 99.0  1.67 16.67 11.37 235 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 16 30 999 99.0 99.0  1.70 15.38 11.39 256 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 20 17 00 999 99.0 99.0  1.56 15.38 11.06 254 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 20 17 30 999 99.0 99.0  1.63 15.38 11.26 259 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 20 18 30 999 99.0 99.0  1.52 15.38 10.83 244 9999.0 999.0  16.9 999.0 99.0 99.00
2016 01 20 19 00 999 99.0 99.0  1.63 14.29 11.10 261 9999.0 999.0  17.0 999.0 99.0 99.00
2016 01 20 19 30 999 99.0 99.0  1.51 15.38 10.91 264 9999.0 999.0  17.2 999.0 99.0 99.00
2016 01 20 20 00 999 99.0 99.0  1.46 15.38 10.90 242 9999.0 999.0  17.0 999.0 99.0 99.00
2016 01 20 20 30 999 99.0 99.0  1.49 15.38 10.66 256 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 20 21 00 999 99.0 99.0  1.35 13.33  9.50 259 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 20 21 30 999 99.0 99.0  1.62 15.38 10.44 256 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 20 22 30 999 99.0 99.0  1.42 16.67  9.23 222 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 20 23 00 999 99.0 99.0  1.58 14.29 10.17 253 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 20 23 30 999 99.0 99.0  1.49 14.29  9.71 253 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 21 00 00 999 99.0 99.0  1.60 16.67  9.72 236 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 21 00 30 999 99.0 99.0  1.54 15.38 10.04 239 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 21 01 00 999 99.0 99.0  1.39 15.38  9.37 230 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 21 01 30 999 99.0 99.0  1.44 15.38  9.23 228 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 21 02 30 999 99.0 99.0  1.50 15.38  9.35 243 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 21 03 00 999 99.0 99.0  1.28 12.50  7.91 253 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 21 03 30 999 99.0 99.0  1.42 15.38  8.51 247 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 21 04 00 999 99.0 99.0  1.65 14.29  9.19 243 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 05 00 999 99.0 99.0  1.55 15.38  8.69 244 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 05 30 999 99.0 99.0  1.54 15.38  8.89 254 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 06 30 999 99.0 99.0  1.56 14.29  9.22 242 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 07 00 999 99.0 99.0  1.46 15.38  9.15 243 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 07 30 999 99.0 99.0  1.54 14.29  9.27 249 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 08 00 999 99.0 99.0  1.49 15.38  9.12 254 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 09 00 999 99.0 99.0  1.35 14.29  8.96 257 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 09 30 999 99.0 99.0  1.45 14.29  9.26 250 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 10 30 999 99.0 99.0  1.37 13.33  9.20 259 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 11 00 999 99.0 99.0  1.48 14.29  9.19 246 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 11 30 999 99.0 99.0  1.40 14.29  9.06 254 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 12 00 999 99.0 99.0  1.37 13.33  8.96 253 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 13 00 999 99.0 99.0  1.41 14.29  9.07 263 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 13 30 999 99.0 99.0  1.50 14.29  9.49 261 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 14 30 999 99.0 99.0  1.61 14.29 10.04 257 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 16 30 999 99.0 99.0  1.48 14.29  9.36 268 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 17 00 999 99.0 99.0  1.37 13.33  9.09 264 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 17 30 999 99.0 99.0  1.47 14.29  9.35 259 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 21 23 00 999 99.0 99.0  1.30 14.29  9.51 266 9999.0 999.0  17.0 999.0 99.0 99.00
2016 01 21 23 30 999 99.0 99.0  1.38 13.33 10.03 267 9999.0 999.0  17.0 999.0 99.0 99.00
2016 01 22 00 00 999 99.0 99.0  1.51 14.29 10.35 251 9999.0 999.0  16.9 999.0 99.0 99.00
2016 01 22 01 00 999 99.0 99.0  1.22 13.33  9.33 256 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 22 01 30 999 99.0 99.0  1.34 13.33 10.06 264 9999.0 999.0  16.8 999.0 99.0 99.00
2016 01 22 02 30 999 99.0 99.0  1.40 13.33  9.71 263 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 22 03 00 999 99.0 99.0  1.12 13.33  9.24 270 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 22 03 30 999 99.0 99.0  1.24 11.76  9.36 273 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 04 00 999 99.0 99.0  1.37 14.29  9.37 254 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 05 00 999 99.0 99.0  1.27 14.29  9.14 253 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 05 30 999 99.0 99.0  1.26 14.29  9.28 253 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 06 30 999 99.0 99.0  1.18 12.50  9.19 259 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 07 00 999 99.0 99.0  1.35 12.50  9.48 273 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 07 30 999 99.0 99.0  1.24 13.33  9.51 261 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 08 00 999 99.0 99.0  1.31 13.33  9.58 267 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 09 00 999 99.0 99.0  1.29 12.50  9.99 277 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 09 30 999 99.0 99.0  1.18 13.33 10.00 263 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 10 30 999 99.0 99.0  1.18 12.50 10.12 274 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 11 00 999 99.0 99.0  1.10 14.29  9.90 257 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 11 30 999 99.0 99.0  1.16 11.76  9.77 260 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 12 00 999 99.0 99.0  1.13 11.76  9.99 268 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 12 30 999 99.0 99.0  1.10 14.29 10.36 261 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 13 00 999 99.0 99.0  1.08 13.33  9.95 268 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 13 30 999 99.0 99.0  1.05 13.33  9.71 270 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 14 00 999 99.0 99.0  1.08 11.76 10.08 261 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 14 30 999 99.0 99.0  1.05 11.76  9.91 273 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 15 00 999 99.0 99.0  1.11 13.33 10.06 257 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 15 30 999 99.0 99.0  1.11 13.33 10.29 250 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 16 00 999 99.0 99.0  1.25 13.33 10.75 267 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 16 30 999 99.0 99.0  1.19 14.29 10.72 251 9999.0 999.0  16.5 999.0 99.0 99.00
2016 01 22 17 00 999 99.0 99.0  1.22 20.00 11.33 275 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 17 30 999 99.0 99.0  1.15 13.33 11.10 274 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 18 00 999 99.0 99.0  1.16 18.18 11.23 274 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 18 30 999 99.0 99.0  1.32 20.00 11.54 277 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 19 00 999 99.0 99.0  1.44 18.18 11.60 284 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 19 30 999 99.0 99.0  1.43 18.18 11.98 278 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 20 00 999 99.0 99.0  1.44 18.18 11.83 281 9999.0 999.0  16.7 999.0 99.0 99.00
2016 01 22 20 30 999 99.0 99.0  1.52 18.18 12.48 268 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 21 00 999 99.0 99.0  1.45 18.18 11.85 270 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 21 30 999 99.0 99.0  1.52 18.18 11.89 273 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 22 00 999 99.0 99.0  1.69 16.67 11.96 275 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 22 30 999 99.0 99.0  1.75 16.67 12.31 281 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 23 00 999 99.0 99.0  1.99 16.67 12.72 278 9999.0 999.0  16.6 999.0 99.0 99.00
2016 01 22 23 30 999 99.0 99.0  2.00 16.67 12.80 277 9999.0 999.0  16.6 999.0 99.0 99.00
